,Date,HomeTeam,HomeScore,AwayTeam,AwayScore,HomeScoreAverage,HomeDefenseAverage,AwayScoreAverage,AwayDefenseAverage,Result
12378,2017-11-19,Central Arkansas,102,Alcorn State,76,100.5,63.5,62.6,92.2,26
12379,2017-11-19,Wake Forest,73,Houston,78,71.25,72.25,78.0,73.0,-5
12380,2017-11-19,La Salle,61,Boston College,82,67.66666666666667,65.0,82.0,61.0,-21
12381,2017-11-19,Austin Peay,79,UNC Asheville,82,94.0,66.0,72.66666666666667,80.66666666666667,-3
12382,2017-11-19,Loyola (IL),88,Samford,67,89.33333333333333,72.0,69.66666666666667,96.0,21
12383,2017-11-19,Kent State,80,Mississippi Valley State,67,93.66666666666667,63.333333333333336,56.5,86.25,13
12384,2017-11-19,Dayton,67,Old Dominion,75,74.66666666666667,72.33333333333333,69.66666666666667,65.33333333333333,-8
12385,2017-11-19,Lamar,73,Cal State Bakersfield,85,80.66666666666667,70.33333333333333,65.66666666666667,80.33333333333333,-12
12386,2017-11-19,Valparaiso,83,Southeastern Louisiana,50,83.0,48.0,63.666666666666664,86.0,33
12387,2017-11-19,North Carolina Central,80,Southern University,67,90.5,71.5,65.0,81.75,13
12388,2017-11-19,Michigan State,93,Stony Brook,71,87.0,79.5,70.33333333333333,84.0,22
12389,2017-11-19,Houston Baptist,109,Detroit Mercy,116,108.5,91.5,97.5,110.0,-7
12390,2017-11-19,Minnesota,92,Western Carolina,64,97.0,74.0,57.333333333333336,93.0,28
12391,2017-11-19,Milwaukee,72,Elon,71,69.0,66.0,75.25,83.0,1
12392,2017-11-19,Tulsa,68,Illinois State,84,75.75,77.25,76.0,78.25,-16
12393,2017-11-19,Florida State,90,Colorado State,73,81.33333333333333,61.0,63.0,85.0,17
12394,2017-11-19,Illinois,91,Marshall,74,83.33333333333333,73.66666666666667,78.5,88.5,17
12395,2017-11-19,Iona,84,Coastal Carolina,89,78.0,87.0,77.33333333333333,73.0,-5
12396,2017-11-19,Northwestern,49,Texas Tech,85,73.5,79.25,80.0,56.5,-36
12397,2017-11-19,Duquesne,59,Robert Morris,66,72.0,65.66666666666667,59.5,62.0,-7
12398,2017-11-19,Florida,70,New Hampshire,63,98.0,68.33333333333333,61.5,74.0,7
12399,2017-11-19,Drake,90,Drexel,88,90.66666666666667,76.0,86.0,85.0,2
12400,2017-11-19,Connecticut,85,Boston University,66,78.5,65.0,66.0,85.0,19
12401,2017-11-19,Indiana,70,South Florida,53,75.0,73.33333333333333,64.0,71.0,17
12402,2017-11-19,Western Kentucky,100,Nicholls State,86,87.66666666666667,74.66666666666667,81.5,106.5,14
12403,2017-11-19,Loyola Marymount,92,McNeese State,86,84.0,75.0,63.666666666666664,85.33333333333333,6
12404,2017-11-19,Hofstra,78,Auburn,89,71.0,73.25,82.0,76.66666666666667,-11
12405,2017-11-19,Iowa State,75,Boise State,64,65.5,69.0,61.0,65.5,11
12406,2017-11-19,Fordham,55,Tulane,63,63.333333333333336,62.0,63.0,55.0,-8
12407,2017-11-19,Northern Kentucky,64,Vermont,66,64.0,66.0,70.0,67.0,-2
12408,2017-11-19,Vanderbilt,89,USC,93,80.33333333333333,74.33333333333333,93.0,89.0,-4
12412,2017-11-19,Colorado,79,Mercer,70,76.0,63.0,72.5,68.5,9
12413,2017-11-19,Oregon,95,Ball State,71,94.75,62.0,72.33333333333333,93.66666666666667,24
12414,2017-11-19,Clemson,60,Temple,67,77.33333333333333,62.333333333333336,67.0,60.0,-7
12415,2017-11-19,Miami (OH),58,Hartford,68,69.66666666666667,69.66666666666667,60.5,73.5,-10
12416,2017-11-20,Utah,83,Ole Miss,74,83.5,61.5,74.0,83.0,9
12417,2017-11-20,Manhattan,63,UMKC,74,72.0,74.0,60.666666666666664,81.33333333333333,-11
12418,2017-11-20,Iowa,71,Louisiana-Lafayette,80,85.75,68.5,80.0,71.0,-9
12420,2017-11-20,Georgia Southern,74,Missouri State,73,90.33333333333333,59.333333333333336,79.0,77.0,1
12421,2017-11-20,Prairie View A&M,80,Eastern Kentucky,70,80.0,70.0,72.5,82.5,10
12422,2017-11-20,Wyoming,77,South Dakota State,65,75.5,65.0,64.5,87.5,12
12423,2017-11-20,Virginia Commonwealth,83,Marquette,94,84.75,80.0,94.0,83.0,-11
12424,2017-11-20,Georgia State,68,Eastern Washington,50,68.0,50.0,65.5,74.75,18
12425,2017-11-20,Savannah State,71,Jacksonville State,86,82.0,80.66666666666667,85.33333333333333,71.0,-15
12426,2017-11-20,California,82,Wichita State,92,78.0,78.25,92.0,82.0,-10
12427,2017-11-20,Northern Illinois,80,Pennsylvania,93,78.33333333333333,72.66666666666667,82.5,80.0,-13
12428,2017-11-20,UAB,50,Richmond,63,79.0,58.5,63.0,50.0,-13
12430,2017-11-20,Syracuse,74,Oakland,50,75.0,59.666666666666664,62.0,80.5,24
12432,2017-11-20,East Tennessee State,81,Delaware State,57,81.0,57.0,60.0,85.5,24
12433,2017-11-20,UNC Greensboro,79,Delaware,66,85.33333333333333,52.333333333333336,65.0,67.66666666666667,13
12434,2017-11-20,Duke,92,Furman,63,91.5,65.25,64.0,87.0,29
12436,2017-11-20,Charlotte,83,Presbyterian,74,90.33333333333333,77.0,66.66666666666667,82.33333333333333,9
12439,2017-11-20,George Washington,65,Rider,67,71.33333333333333,66.33333333333333,71.0,83.0,-2
12442,2017-11-20,St Bonaventure,96,Maryland-Eastern Shore,48,81.0,61.0,49.333333333333336,91.66666666666667,48
12443,2017-11-20,East Carolina,72,Cleveland State,69,70.5,67.75,54.666666666666664,69.66666666666667,3
12445,2017-11-20,Bucknell,115,Siena,92,115.0,92.0,80.66666666666667,91.33333333333333,23
12446,2017-11-20,Creighton,100,UCLA,89,100.33333333333333,79.0,76.0,80.0,11
12447,2017-11-20,Maryland,76,Jackson State,45,82.75,57.75,53.666666666666664,78.0,31
12450,2017-11-20,West Virginia,91,Long Beach State,62,100.0,58.0,75.33333333333333,83.66666666666667,29
12451,2017-11-20,Chattanooga,67,Alabama State,50,80.5,48.0,59.0,92.6,17
12452,2017-11-20,Towson,76,Florida Atlantic,52,82.5,48.5,52.0,76.0,24
12453,2017-11-20,Cincinnati,73,Buffalo,67,90.66666666666667,57.333333333333336,67.0,73.0,6
12455,2017-11-20,Kentucky,70,Troy,62,73.66666666666667,64.0,70.0,66.33333333333333,8
12456,2017-11-20,Mississippi State,77,Green Bay,68,84.0,61.333333333333336,66.5,81.0,9
12457,2017-11-20,Montana,69,Oral Roberts,64,70.5,62.0,61.0,83.33333333333333,5
12458,2017-11-20,Kansas State,80,Northern Arizona,58,76.5,50.75,60.0,88.5,22
12460,2017-11-20,Arkansas State,92,Howard,78,87.5,73.5,73.0,88.8,14
12461,2017-11-20,Abilene Christian,67,Lipscomb,75,89.5,68.5,65.33333333333333,77.66666666666667,-8
12463,2017-11-20,North Texas,63,Texas Rio Grande Valley,75,91.66666666666667,72.66666666666667,71.66666666666667,71.0,-12
12464,2017-11-20,Xavier,96,Hampton,60,98.5,67.5,67.0,83.5,36
12466,2017-11-20,TCU,99,Nebraska-Omaha,66,89.5,68.25,71.66666666666667,96.33333333333333,33
12467,2017-11-20,Grand Canyon,85,Norfolk State,60,76.0,54.0,61.0,78.0,25
12468,2017-11-20,Air Force,57,Arkansas-Pine Bluff,47,71.66666666666667,61.0,56.25,72.75,10
12469,2017-11-20,Pittsburgh,54,Penn State,85,67.33333333333333,76.66666666666667,85.0,54.0,-31
12470,2017-11-20,Wisconsin,65,Baylor,70,77.25,65.25,70.0,65.0,-5
12471,2017-11-20,San Diego,66,Arkansas-Little Rock,52,67.33333333333333,55.666666666666664,55.0,70.66666666666667,14
12472,2017-11-20,UNLV,95,Rice,68,98.0,68.25,77.5,80.0,27
12473,2017-11-20,Portland State,83,Utah State,79,97.0,69.5,72.5,81.0,4
12474,2017-11-20,Pepperdine,84,UC Santa Barbara,92,91.0,86.0,73.0,79.33333333333333,-8
12475,2017-11-20,San Diego State,94,Eastern Illinois,63,89.33333333333333,55.666666666666664,61.666666666666664,74.0,31
12476,2017-11-20,Stanford,72,North Carolina,96,73.75,75.5,96.0,72.0,-24
12477,2017-11-20,LSU,77,Michigan,75,93.66666666666667,73.33333333333333,75.0,77.0,2
12479,2017-11-21,Missouri State,69,Manhattan,65,69.66666666666667,60.0,65.0,69.0,4
12480,2017-11-21,South Dakota State,80,Iowa,72,79.25,60.75,72.0,80.0,8
12481,2017-11-21,Binghamton,64,Montana State,74,70.0,66.5,68.33333333333333,72.0,-10
12482,2017-11-21,Wichita State,80,Marquette,66,90.0,62.0,80.0,81.5,14
12483,2017-11-21,Florida Atlantic,77,Northern Illinois,67,84.0,63.0,67.0,77.0,10
12484,2017-11-21,Wyoming,70,Louisiana-Lafayette,61,73.66666666666667,63.666666666666664,70.5,70.5,9
12485,2017-11-21,Southeast Missouri State,74,Cal State Northridge,59,74.0,59.0,68.33333333333333,80.33333333333333,15
12486,2017-11-21,Pittsburgh,67,Oklahoma State,73,67.25,75.75,73.0,67.0,-6
12487,2017-11-21,California,69,Virginia Commonwealth,83,76.2,79.2,83.0,69.0,-14
12490,2017-11-21,Alabama State,97,Savannah State,101,97.0,101.0,91.5,106.0,-4
12491,2017-11-21,Buffalo,96,UAB,91,85.66666666666667,80.66666666666667,91.0,96.0,5
12492,2017-11-21,Georgia Southern,78,UMKC,75,87.25,63.25,64.25,80.5,3
12494,2017-11-21,George Mason,64,Louisiana Tech,77,70.33333333333333,69.0,77.0,64.0,-13
12496,2017-11-21,Kent State,66,Southeastern Louisiana,70,86.75,65.0,65.25,81.0,-4
12498,2017-11-21,Massachusetts,85,Western Carolina,76,93.0,76.0,62.0,91.0,9
12500,2017-11-21,Rutgers,83,Bryant University,54,76.4,47.2,60.0,85.66666666666667,29
12506,2017-11-21,New Hampshire,70,American University,74,70.0,74.0,63.25,80.5,-4
12509,2017-11-21,Bethune-Cookman,87,Grambling State,78,97.5,72.0,68.0,87.5,9
12510,2017-11-21,Virginia Tech,99,Houston Baptist,73,114.0,81.66666666666667,80.5,96.0,26
12511,2017-11-21,IUPUI,67,Morehead State,61,71.0,52.0,65.5,72.0,6
12512,2017-11-21,Louisville,84,Southern Illinois,42,81.0,60.333333333333336,61.5,75.0,42
12513,2017-11-21,Army,88,Columbia,78,90.0,60.5,72.5,79.75,10
12514,2017-11-21,Central Connecticut State,74,Coppin State,71,74.0,71.0,54.0,76.83333333333333,3
12516,2017-11-21,UNC Greensboro,71,Longwood,40,81.75,49.25,40.0,71.0,31
12517,2017-11-21,Towson,79,Pennsylvania,71,81.33333333333333,56.0,78.66666666666667,79.66666666666667,8
12518,2017-11-21,South Carolina State,64,Central Arkansas,73,64.0,73.0,80.0,92.33333333333333,-9
12519,2017-11-21,Chattanooga,75,Jacksonville State,77,78.66666666666667,57.666666666666664,83.25,72.0,-2
12520,2017-11-21,Cincinnati,75,Richmond,48,86.75,55.0,55.5,62.5,27
12521,2017-11-21,UCLA,72,Wisconsin,70,91.33333333333333,79.66666666666667,70.0,72.0,2
12522,2017-11-21,Middle Tennessee,85,Florida Gulf Coast,72,74.0,70.5,79.33333333333333,73.66666666666667,13
12523,2017-11-21,Loyola (IL),63,Mississippi Valley State,50,82.75,66.5,55.2,81.6,13
12524,2017-11-21,Kansas,114,Texas Southern,71,92.25,63.0,71.0,91.8,43
12526,2017-11-21,Memphis,63,New Orleans,52,66.5,57.0,60.333333333333336,75.66666666666667,11
12528,2017-11-21,Louisiana-Monroe,61,Northwestern State,76,73.5,75.5,56.666666666666664,82.33333333333333,-15
12529,2017-11-21,UC Santa Barbara,80,Montana,73,82.5,69.5,71.0,76.0,7
12531,2017-11-21,Tennessee State,60,Canisius,52,72.33333333333333,60.0,68.66666666666667,77.66666666666667,8
12532,2017-11-21,Valparaiso,88,Samford,67,84.66666666666667,54.333333333333336,69.0,94.0,21
12535,2017-11-21,Fresno State,57,Evansville,59,80.66666666666667,65.66666666666667,59.0,57.0,-2
12536,2017-11-21,BYU,95,Niagara,88,87.0,79.33333333333333,80.5,94.5,7
12537,2017-11-21,New Mexico,96,Tennessee Tech,104,99.5,87.5,83.5,98.0,-8
12538,2017-11-21,Alabama,77,Texas-Arlington,76,87.25,69.25,82.5,76.0,1
12539,2017-11-21,Air Force,71,Pacific,83,71.5,66.5,81.5,80.0,-12
12541,2017-11-21,Baylor,65,Creighton,59,83.33333333333333,62.0,75.5,76.5,6
12544,2017-11-21,Nevada,81,Davidson,68,84.5,74.5,68.0,81.0,13
12545,2017-11-21,Sacramento State,47,UC Davis,64,60.5,58.5,67.75,61.0,-17
12546,2017-11-21,Pepperdine,80,Oral Roberts,76,88.25,83.5,64.75,82.5,4
12547,2017-11-21,LSU,53,Notre Dame,92,83.5,78.0,82.33333333333333,55.666666666666664,-39
12549,2017-11-22,Utah,58,UNLV,85,78.4,66.2,85.0,58.0,-27
12550,2017-11-22,Northern Illinois,70,Manhattan,68,76.25,71.5,66.5,69.5,2
12551,2017-11-22,Tennessee,78,Purdue,75,81.0,64.0,80.5,74.5,3
12552,2017-11-22,UAB,85,Iowa,95,80.2,65.8,83.5,82.5,-10
12553,2017-11-22,Cal State Northridge,65,Binghamton,70,70.5,60.0,68.0,73.5,-5
12555,2017-11-22,Alcorn State,73,Yale,87,73.0,87.0,74.0,83.5,-14
12556,2017-11-22,Florida Atlantic,60,Missouri State,71,76.0,65.66666666666667,76.33333333333333,71.33333333333333,-11
12557,2017-11-22,Fairleigh Dickinson,87,Holy Cross,76,97.33333333333333,60.0,70.33333333333333,79.66666666666667,11
12558,2017-11-22,Maine,69,Boston University,78,57.5,73.0,72.0,77.0,-9
12559,2017-11-22,Eastern Kentucky,62,Eastern Washington,83,79.5,74.5,69.0,72.2,-21
12560,2017-11-22,Florida State,98,Kennesaw State,79,85.5,65.5,68.0,85.0,19
12562,2017-11-22,Western Kentucky,58,Villanova,66,80.25,72.5,66.0,58.0,-8
12563,2017-11-22,Buffalo,80,South Dakota State,94,84.25,84.0,74.33333333333333,85.0,-14
12566,2017-11-22,Delaware,65,Longwood,57,82.0,68.33333333333333,48.5,68.0,8
12567,2017-11-22,Massachusetts-Lowell,74,LIU Brooklyn,66,87.5,70.0,73.5,79.25,8
12568,2017-11-22,Southeast Missouri State,82,Montana State,88,78.0,73.5,73.25,74.5,-6
12569,2017-11-22,Charleston,68,Cal Poly,73,68.0,66.5,72.66666666666667,70.66666666666667,-5
12572,2017-11-22,James Madison,105,Appalachian State,99,78.25,86.25,83.0,95.5,6
12573,2017-11-22,Boston College,83,Colgate,79,77.75,64.75,79.0,83.0,4
12574,2017-11-22,Prairie View A&M,71,Georgia State,56,75.5,63.0,67.66666666666667,67.33333333333333,15
12575,2017-11-22,Richmond,76,Louisiana-Lafayette,82,66.66666666666667,84.0,74.33333333333333,72.33333333333333,-6
12577,2017-11-22,Michigan,68,Virginia Commonwealth,60,77.8,60.4,71.5,68.5,8
12578,2017-11-22,Pennsylvania,68,UMKC,65,68.33333333333333,61.666666666666664,64.4,78.0,3
12579,2017-11-22,Stony Brook,77,Brown,64,77.0,64.0,72.33333333333333,75.33333333333333,13
12580,2017-11-22,George Mason,73,Fresno State,79,71.0,71.5,77.0,78.0,-6
12581,2017-11-22,La Salle,46,Miami (FL),57,62.25,63.0,57.0,46.0,-11
12582,2017-11-22,Sam Houston State,60,Central Michigan,71,74.33333333333333,59.333333333333336,68.0,66.0,-11
12583,2017-11-22,Texas Tech,79,Wofford,56,79.0,50.0,60.5,79.0,23
12584,2017-11-22,Indiana,87,Arkansas State,70,78.0,72.5,64.0,80.0,17
12585,2017-11-22,Elon,77,Radford,74,85.66666666666667,63.0,73.0,75.0,3
12586,2017-11-22,UNC Asheville,62,Monmouth,51,77.0,55.5,62.25,70.5,11
12587,2017-11-22,Bucknell,87,Ball State,83,101.0,87.5,75.0,92.0,4
12588,2017-11-22,Syracuse,72,Toledo,64,74.25,60.75,64.0,72.0,8
12589,2017-11-22,Princeton,60,Lafayette,46,58.0,55.5,61.0,86.66666666666667,14
12591,2017-11-22,South Florida,75,Howard,52,64.0,57.5,69.5,86.5,23
12592,2017-11-22,North Carolina State,90,Arizona,84,90.2,69.4,84.0,90.0,6
12593,2017-11-22,East Tennessee State,65,Troy,73,73.0,65.0,70.75,66.0,-8
12594,2017-11-22,Dartmouth,73,Albany,91,75.5,67.0,89.5,73.5,-18
12595,2017-11-22,Providence,66,Belmont,65,76.66666666666667,71.33333333333333,72.0,71.66666666666667,1
12596,2017-11-22,Cincinnati,78,Wyoming,53,85.0,54.6,64.0,72.0,25
12597,2017-11-22,Towson,70,Georgia Southern,67,78.5,58.75,67.0,70.0,3
12598,2017-11-22,Georgia Tech,78,Texas Rio Grande Valley,68,67.66666666666667,64.33333333333333,70.75,72.75,10
12599,2017-11-22,Southern University,69,Tennessee-Martin,66,69.0,66.0,72.5,81.0,3
12602,2017-11-22,Mississippi State,80,Stephen F Austin,75,83.0,64.75,75.0,80.0,5
12604,2017-11-22,Saint Louis,70,Detroit Mercy,72,73.66666666666667,64.33333333333333,89.0,96.66666666666667,-2
12605,2017-11-22,LSU,84,Marquette,94,83.6,81.2,84.66666666666667,82.33333333333333,-10
12607,2017-11-22,Incarnate Word,87,Loyola Marymount,91,88.75,67.0,85.5,86.0,-4
12608,2017-11-22,Marshall,92,North Carolina Central,84,92.33333333333333,83.0,62.75,74.75,8
12609,2017-11-22,Tulane,80,Miami (OH),59,83.0,59.333333333333336,57.0,67.0,21
12610,2017-11-22,Kentucky,86,Purdue Fort Wayne,67,76.75,64.75,68.33333333333333,74.0,19
12611,2017-11-22,SIU-Edwardsville,67,Western Illinois,69,68.0,81.5,69.0,67.0,-2
12612,2017-11-22,South Alabama,77,Stetson,81,74.0,65.0,75.5,70.5,-4
12613,2017-11-22,Evansville,61,Louisiana Tech,63,67.6,58.4,70.0,62.5,-2
12615,2017-11-22,New Mexico State,89,Colorado State,76,82.0,66.0,67.33333333333333,86.33333333333333,13
12616,2017-11-22,Northern Iowa,61,SMU,58,72.0,47.5,58.0,61.0,3
12617,2017-11-22,Santa Clara,59,Idaho,69,75.25,73.75,69.0,59.0,-10
12619,2017-11-22,San Jose State,62,Idaho State,54,71.0,64.75,63.333333333333336,79.66666666666667,8
12620,2017-11-22,Ole Miss,79,Rice,62,80.33333333333333,69.66666666666667,72.33333333333333,79.66666666666667,17
12621,2017-11-22,Texas State,71,Arkansas-Pine Bluff,54,74.66666666666667,63.666666666666664,55.8,72.4,17
12622,2017-11-22,USC,88,Lehigh,63,82.33333333333333,56.666666666666664,63.0,88.0,25
12623,2017-11-22,Notre Dame,67,Wichita State,66,86.66666666666667,64.66666666666667,79.0,74.5,1
12625,2017-11-23,Gonzaga,86,Ohio State,59,92.0,65.75,59.0,86.0,27
12626,2017-11-23,Sacramento State,52,San Diego State,89,57.666666666666664,68.66666666666667,78.5,71.0,-37
12627,2017-11-23,Long Beach State,58,Missouri,95,76.5,82.5,77.0,67.5,-37
12628,2017-11-23,UMBC,84,Chicago State,73,88.5,67.5,57.4,95.4,11
12629,2017-11-23,Villanova,85,Tennessee,76,94.25,67.5,76.0,85.0,9
12630,2017-11-23,Northern Arizona,66,Hampton,76,66.0,76.0,68.8,80.0,-10
12632,2017-11-23,Presbyterian,64,Nicholls State,76,85.5,81.5,79.66666666666667,92.33333333333333,-12
12633,2017-11-23,Portland,78,North Carolina,102,84.33333333333333,71.0,99.0,75.0,-24
12634,2017-11-23,Northern Iowa,64,North Carolina State,60,70.4,50.0,60.0,64.0,4
12635,2017-11-23,Vanderbilt,42,Virginia,68,70.75,72.75,72.0,54.5,-26
12637,2017-11-23,Duke,99,Portland State,81,93.0,68.4,87.5,90.5,18
12638,2017-11-23,George Washington,64,Xavier,83,69.5,70.5,81.5,67.0,-19
12639,2017-11-23,Oklahoma,83,Arkansas,92,95.5,80.5,92.0,83.0,-9
12640,2017-11-23,Nebraska,59,UCF,68,77.25,68.25,68.0,59.0,-9
12641,2017-11-23,Seton Hall,74,Rhode Island,75,81.0,65.8,78.0,81.0,-1
12643,2017-11-23,Western Kentucky,77,Purdue,73,79.6,72.6,78.0,75.33333333333333,4
12644,2017-11-23,Texas,61,Butler,48,81.0,56.0,56.5,70.0,13
12645,2017-11-23,Arizona State,92,Kansas State,90,94.4,74.4,90.0,92.0,2
12646,2017-11-23,Marist,78,West Virginia,84,75.5,89.0,84.0,78.0,-6
12647,2017-11-23,Oregon,63,Connecticut,71,88.4,63.8,71.0,63.0,-8
12648,2017-11-23,SMU,66,Arizona,60,76.0,52.8,72.0,78.0,6
12649,2017-11-23,Sam Houston State,49,Charleston,59,68.0,59.25,67.66666666666667,67.33333333333333,-10
12650,2017-11-23,UC Irvine,82,Rider,90,86.5,71.0,77.33333333333333,82.66666666666667,-8
12651,2017-11-23,Stanford,87,Florida,108,76.4,82.0,108.0,87.0,-21
12652,2017-11-23,Cal State Fullerton,57,Georgia,64,67.0,49.5,64.0,57.0,-7
12653,2017-11-23,DePaul,51,Michigan State,73,63.333333333333336,67.33333333333333,73.0,51.0,-22
12654,2017-11-24,Connecticut,57,Michigan State,77,71.33333333333333,69.0,75.0,54.0,-20
12655,2017-11-24,Cal State Bakersfield,64,Idaho,62,76.0,64.0,65.5,61.5,2
12656,2017-11-24,Hawaii,54,Nevada,67,72.25,70.5,83.0,63.666666666666664,-13
12658,2017-11-24,South Florida,72,Arkansas State,61,66.66666666666667,58.666666666666664,63.25,78.0,11
12659,2017-11-24,Presbyterian,75,Chicago State,73,82.0,78.66666666666667,60.0,92.0,2
12660,2017-11-24,Tennessee Tech,86,Nebraska-Omaha,85,91.0,67.0,75.0,93.75,1
12661,2017-11-24,Northern Iowa,50,Villanova,64,67.0,52.333333333333336,65.0,54.0,-14
12662,2017-11-24,Minnesota,69,Massachusetts,51,92.0,66.0,51.0,69.0,18
12663,2017-11-24,Rutgers,61,East Carolina,47,73.83333333333333,47.166666666666664,47.0,61.0,14
12664,2017-11-24,Furman,78,New Hampshire,64,77.0,65.5,62.333333333333336,75.33333333333333,14
12666,2017-11-24,Oregon State,69,Long Beach State,74,80.0,78.8,75.0,80.0,-5
12667,2017-11-24,Samford,71,Southeastern Louisiana,77,79.0,72.5,67.6,79.0,-6
12668,2017-11-24,Campbell,80,Abilene Christian,85,95.33333333333333,60.666666666666664,77.0,81.5,-5
12669,2017-11-24,UC Irvine,77,Northern Arizona,71,83.33333333333333,71.0,63.666666666666664,84.66666666666667,6
12670,2017-11-24,North Carolina State,58,Tennessee,67,84.83333333333333,69.0,71.5,71.5,-9
12671,2017-11-24,Maryland-Eastern Shore,66,Jackson State,63,80.5,66.0,56.0,75.0,3
12672,2017-11-24,UMBC,89,Nicholls State,88,88.66666666666667,74.33333333333333,81.75,91.5,1
12673,2017-11-24,Alabama,71,BYU,59,84.0,67.2,62.0,63.5,12
12674,2017-11-24,Butler,71,Portland State,69,79.33333333333333,69.66666666666667,81.33333333333333,84.0,2
12675,2017-11-24,Washington,89,Seattle,84,80.6,83.0,80.5,81.25,5
12676,2017-11-24,Penn State,86,Oral Roberts,48,79.0,56.75,61.4,83.2,38
12678,2017-11-24,Hartford,73,Bryant University,78,80.5,77.75,64.5,82.5,-5
12679,2017-11-24,Clemson,84,Texas Southern,77,79.0,66.0,72.0,90.5,7
12680,2017-11-24,Arkansas,68,North Carolina,87,86.75,72.75,95.0,72.66666666666667,-19
12681,2017-11-24,Utah State,71,Northeastern,67,78.33333333333333,62.333333333333336,61.5,70.75,4
12682,2017-11-24,Navy,85,St Francis (BKN),76,88.66666666666667,61.0,75.0,81.66666666666667,9
12684,2017-11-24,Cornell,80,Toledo,77,87.0,80.5,70.5,76.0,3
12685,2017-11-24,Georgia Tech,63,North Texas,49,66.5,60.5,58.0,74.5,14
12687,2017-11-24,Jacksonville,92,Fairfield,84,87.33333333333333,81.33333333333333,74.0,99.0,8
12688,2017-11-24,Indiana,87,Eastern Michigan,67,79.8,71.4,67.0,87.0,20
12689,2017-11-24,Cleveland State,73,Central Connecticut State,74,76.5,65.0,71.8,75.4,-1
12690,2017-11-24,North Carolina-Wilmington,78,Loyola (IL),102,83.0,93.0,84.0,67.0,-24
12691,2017-11-24,Bowling Green,83,USC Upstate,74,88.5,87.0,72.0,83.0,9
12692,2017-11-24,West Virginia,83,UCF,45,95.75,54.75,56.5,71.0,38
12693,2017-11-24,Arizona State,102,Xavier,86,95.66666666666667,76.33333333333333,83.0,78.66666666666667,16
12694,2017-11-24,Texas,78,Duke,85,80.4,61.8,86.5,79.5,-7
12695,2017-11-24,Oklahoma,93,Portland,71,94.66666666666667,77.33333333333333,71.0,93.0,22
12696,2017-11-24,Robert Morris,75,Norfolk State,53,75.0,53.0,58.333333333333336,77.0,22
12697,2017-11-24,South Dakota,84,Southern Miss,71,85.0,61.666666666666664,59.0,72.5,13
12699,2017-11-24,Texas-Arlington,89,Western Carolina,65,87.0,72.5,62.6,90.6,24
12700,2017-11-24,Charlotte,70,High Point,67,85.25,74.5,60.0,77.0,3
12701,2017-11-24,Louisville,84,St Francis (PA),72,81.75,63.25,71.5,75.0,12
12702,2017-11-24,Wake Forest,81,UNC Greensboro,75,73.2,72.8,61.5,70.5,6
12704,2017-11-24,SMU,61,Western Kentucky,63,73.5,54.5,63.0,61.0,-2
12705,2017-11-24,Auburn,119,Winthrop,85,119.0,85.0,80.5,99.5,34
12706,2017-11-24,Florida Gulf Coast,79,Denver,71,88.5,79.0,66.5,84.0,8
12707,2017-11-24,Wright State,67,Gardner-Webb,47,67.0,58.666666666666664,62.0,83.66666666666667,20
12708,2017-11-24,TCU,69,New Mexico,67,85.4,68.0,61.5,72.0,2
12709,2017-11-24,San Diego State,75,Georgia,68,85.75,58.75,66.0,66.0,7
12710,2017-11-24,Rhode Island,55,Virginia,70,75.66666666666667,65.33333333333333,71.33333333333333,54.666666666666664,-15
12711,2017-11-24,Illinois,86,North Carolina Central,73,84.0,73.5,64.8,77.0,13
12712,2017-11-24,Marist,59,Nebraska,84,70.0,87.33333333333333,70.0,69.0,-25
12713,2017-11-24,Valparaiso,77,Kent State,67,82.75,57.5,67.0,77.0,10
12714,2017-11-24,Utah,85,Eastern Washington,69,79.5,66.66666666666667,69.0,74.33333333333333,16
12716,2017-11-24,Florida State,113,Citadel,78,91.0,68.0,80.75,103.5,35
12717,2017-11-24,Kansas,102,Oakland,59,94.2,62.2,61.0,87.66666666666667,43
12718,2017-11-24,Kansas State,67,George Washington,59,74.6,52.4,63.0,77.0,8
12720,2017-11-24,Northwestern,81,Sacred Heart,50,75.0,73.4,54.666666666666664,74.66666666666667,31
12721,2017-11-24,Colorado State,72,Northwestern State,60,74.66666666666667,65.66666666666667,57.5,79.75,12
12723,2017-11-24,Stanford,71,Ohio State,79,75.5,81.5,69.0,78.5,-8
12724,2017-11-24,Pacific,78,Arkansas-Pine Bluff,69,70.0,73.33333333333333,58.0,73.33333333333333,9
12725,2017-11-24,Wisconsin,71,Milwaukee,49,76.0,62.0,61.5,63.5,22
12726,2017-11-24,Northern Colorado,80,Youngstown State,67,78.66666666666667,67.66666666666667,76.33333333333333,98.33333333333333,13
12727,2017-11-24,Arizona,64,Purdue,89,86.0,75.33333333333333,80.75,72.5,-25
12728,2017-11-24,Oregon,89,DePaul,79,88.5,66.33333333333333,76.0,85.5,10
12729,2017-11-24,Maryland,61,St Bonaventure,63,78.4,58.8,63.0,61.0,-2
12730,2017-11-24,Sacramento State,63,Cal State Fullerton,68,59.0,68.5,55.666666666666664,74.33333333333333,-5
12731,2017-11-24,Central Michigan,56,Cal Poly,53,79.5,60.5,67.75,67.0,3
12732,2017-11-24,Seton Hall,72,Vanderbilt,59,79.5,64.66666666666667,59.5,70.5,13
